id,sex,race,age,zipcode,lon,lat,young,race.num,chicago
780,F,Hi,42,60641,-87.741754522592,41.9347728368663,0,3,1
781,M,Ot,32,60435,-88.0967929542088,41.5285252325831,0,4,2
782,F,Wh,72,60172,-88.0732256695928,41.9857285002127,0,1,2
783,F,Wh,41,60657,-87.6726061304846,41.9346887532965,0,1,1
784,M,Bl,68,60644,-87.7743949985933,41.8796726847071,0,2,1
785,F,Bl,33,60624,-87.7351615368098,41.8746497160833,0,2,1
786,M,Ot,33,60630,-87.7506498245945,41.9804169146102,0,4,1
787,F,Hi,36,60625,-87.7170051055921,41.9724022076755,0,3,1
788,M,Hi,27,60160,-87.8365605698451,41.8988849417638,0,3,2
789,M,Hi,31,60126,-87.9590450021326,41.9162089287077,0,3,2
790,M,Bl,74,60302,-87.7793807687336,41.8981323478489,0,2,2
791,F,Bl,55,60660,-87.6732873389382,41.9978699459677,0,2,1
792,M,Wh,25,60526,-87.8681603136019,41.8284476589489,1,1,2
793,F,Wh,28,60188,-88.1397291316689,41.8889314142367,0,1,2
794,F,Bl,70,60636,-87.6560682684171,41.7848895661547,0,2,1
795,M,Hi,29,60193,-88.0632300540522,42.0003858534561,0,3,2
796,F,Wh,28,60625,-87.698962623922,41.9769088822899,0,1,1
797,M,Hi,18,60623,-87.71330566903,41.8383276074927,1,3,1
798,F,Hi,41,60644,-87.7563957901455,41.8754931612542,0,3,1
799,M,Wh,20,60653,-87.5886022851707,41.8222673992041,1,1,1
800,M,Wh,34,60654,-87.6358191905499,41.8944389018995,0,1,1
801,M,Wh,73,60089,-87.9712950716107,42.1899866065528,0,1,2
802,F,Hi,23,60181,-87.9636684078949,41.8473244290342,1,3,2
803,F,Bl,50,60626,-87.6718557052079,41.9989180046674,0,2,1
804,M,Wh,18,60647,-87.7189068372015,41.9251443769803,1,1,1
805,F,Bl,28,60644,-87.7450385173253,41.8703248601641,0,2,1
806,F,Wh,22,60181,-87.9676360359562,41.8674263711182,1,1,2
807,F,Wh,38,60641,-87.7317449426846,41.9376921508521,0,1,1
808,F,Wh,36,60639,-87.7301513166788,41.9282169117117,0,1,1
809,F,Bl,50,60155,-87.8537188747976,41.861362634085,0,2,2
810,M,Bl,42,60501,-87.8101503236777,41.7926789616595,0,2,2
811,F,Wh,34,60637,-87.6229619056261,41.778069089085,0,1,1
812,F,Bl,31,60660,-87.6549455892265,41.9964156519632,0,2,1
813,M,Ot,69,60657,-87.6640982734446,41.9359653885508,0,4,1
814,F,Hi,44,60629,-87.7408808995416,41.7574747840888,0,3,1
815,M,Bl,35,60638,-87.7898314722672,41.7849687801431,0,2,1
816,F,Hi,41,60623,-87.7008656942747,41.861056586762,0,3,1
817,F,Hi,36,60644,-87.7598011531314,41.8899046937674,0,3,1
818,M,Wh,51,60654,-87.632413229013,41.8949287937389,0,1,1
819,M,Hi,29,60625,-87.6882207210843,41.9805717850439,0,3,1
820,M,Wh,33,60540,-88.1913690372265,41.7664728240406,0,1,2
821,M,Wh,69,60419,-87.5871989487694,41.6380834929049,0,1,2
822,M,Wh,23,60416,-88.2676382552448,41.2824966912227,1,1,2
823,M,Hi,33,60016,-87.9077913810497,42.0428073656317,0,3,2
824,M,Wh,34,60087,-87.836335790739,42.4118781068492,0,1,2
825,M,Bl,30,60153,-87.8494779281952,41.8836778966512,0,2,2
826,F,Hi,20,60402,-87.8026050406608,41.8441431777544,1,3,2
827,F,Bl,28,60651,-87.7320241541602,41.9005077583587,0,2,1
828,F,Wh,33,60155,-87.8619745336465,41.8529921193592,0,1,2
829,M,Wh,24,60602,-87.6329299901879,41.8837368328734,1,1,1
830,F,Wh,33,60626,-87.6687923445613,42.012977513536,0,1,1
831,M,Bl,19,60651,-87.7460518723593,41.8997772573725,1,2,1
832,F,Wh,39,60804,-87.7717428304198,41.8515348297051,0,1,2
833,M,Hi,47,60657,-87.6689483079678,41.9365194578789,0,3,1
834,M,Wh,30,60016,-87.8679794260564,42.0624949012236,0,1,2
835,F,Bl,78,60615,-87.5887607887856,41.8104402659827,0,2,1
836,M,Wh,20,60565,-88.0989654315514,41.7258339063603,1,1,2
837,F,Wh,24,60458,-87.8223120482934,41.7398724701319,1,1,2
838,M,Hi,57,60647,-87.6809838620875,41.9202236379917,0,3,1
839,M,Wh,24,60107,-88.1749507440992,42.0099420696309,1,1,2
840,M,Wh,26,60559,-87.9688608054996,41.8053688022353,0,1,2
841,M,Hi,53,60608,-87.6716319958539,41.8561241582143,0,3,1
842,M,Wh,23,60534,-87.8312161618657,41.8155585975143,1,1,2
843,M,Wh,28,60652,-87.7288227606298,41.7347643522571,0,1,1
844,M,Wh,27,60046,-88.0007075403183,42.3675417989917,0,1,2
845,M,Bl,26,60636,-87.6779397651798,41.7794285828017,0,2,1
846,M,Hi,72,60610,-87.6144926790946,41.9136847723813,0,3,1
847,M,Bl,33,60644,-87.7623434990317,41.8908532118029,0,2,1
848,F,Wh,30,60624,-87.7398155200848,41.8870160411027,0,1,1
849,F,Bl,21,60621,-87.6349212093641,41.7602031683668,1,2,1
850,M,Wh,29,60187,-88.1323074806275,41.8830119013672,0,1,2
851,M,Wh,19,60516,-88.0223899577798,41.7517316999559,1,1,2
852,M,Hi,54,60804,-87.765073113068,41.8618715752559,0,3,2
853,M,Wh,34,60626,-87.6684017676448,42.0128978570703,0,1,1
854,M,Wh,26,60457,-87.8422818063373,41.7307229517058,0,1,2
855,M,Wh,20,60194,-88.1359880878719,42.0404545590588,1,1,2
856,F,Wh,28,60624,-87.7334464046188,41.8913708567997,0,1,1
857,F,Ot,21,60441,-88.0176002821786,41.5770538579876,1,4,2
858,M,Bl,28,60628,-87.6342668037079,41.6674791013394,0,2,1
859,M,Wh,25,60453,-87.749024380925,41.7058845308245,1,1,2
860,M,Hi,43,60614,-87.6467800448848,41.9189910507315,0,3,1
861,F,Bl,66,60637,-87.5944123504422,41.7844343440598,0,2,1
862,M,Wh,22,60532,-88.063883618024,41.7941609588002,1,1,2
863,F,Bl,45,60621,-87.6267382960591,41.7645367665078,0,2,1
864,M,Wh,32,60636,-87.6796921471629,41.7598541802967,0,1,1
865,F,Wh,22,60160,-87.8715508311571,41.9014079210728,1,1,2
866,F,Hi,18,60647,-87.7052057200922,41.9280422813636,1,3,1
867,M,Wh,28,60153,-87.8556538396514,41.8793843692163,0,1,2
868,M,Ot,33,60644,-87.7496250996372,41.8719300285484,0,4,1
869,M,Hi,48,60644,-87.7525853930859,41.8707963706169,0,3,1
870,M,Hi,30,60804,-87.7783844875908,41.8558894214209,0,3,2
871,F,Bl,55,60620,-87.6531300560203,41.7328398548778,0,2,1
872,F,Ot,23,60644,-87.7415397778645,41.8834624016005,1,4,1
873,F,Bl,32,60130,-87.808438757264,41.8692641395123,0,2,2
874,F,Ot,24,60085,-87.9167256731547,42.3437266971679,1,4,2
875,M,Bl,47,60644,-87.7553610840983,41.8675599401072,0,2,1
876,M,Hi,33,60172,-88.0814342742943,41.9933299688972,0,3,2
877,M,Wh,64,60302,-87.7899156115494,41.8793438247787,0,1,2
878,F,Wh,24,60431,-88.2802737143537,41.530253728123,1,1,2
879,M,Hi,22,60647,-87.7199457037685,41.931298520765,1,3,1
880,M,Wh,19,60077,-87.7576273617693,42.0459852010878,1,1,2
881,M,Wh,24,60435,-88.1239445224074,41.5462925252621,1,1,2
882,M,Hi,43,60707,-87.8062255079014,41.917899297147,0,3,2
883,F,Wh,33,60081,-88.2307376306626,42.4314311295367,0,1,2
884,M,Wh,29,60651,-87.7454571924897,41.9024920092815,0,1,1
885,M,Hi,33,60016,-87.8509659190284,42.0641064796419,0,3,2
886,M,Hi,34,60629,-87.7009308792941,41.7593824549673,0,3,1
887,F,Hi,34,60618,-87.7212503607303,41.9331703619309,0,3,1
888,M,Bl,44,60643,-87.6762369423211,41.7091020521653,0,2,1
889,M,Wh,20,60629,-87.6974139857418,41.7603652309183,1,1,1
890,M,Wh,34,60056,-87.939955575483,42.0750729876236,0,1,2
891,F,Hi,42,60651,-87.7350764218837,41.9056329975271,0,3,1
892,F,Wh,35,60609,-87.6302478907843,41.8275164589445,0,1,1
893,F,Wh,30,60625,-87.718229969681,41.9692192602553,0,1,1
894,M,Bl,61,60647,-87.7104503434991,41.9249842884678,0,2,1
895,M,Bl,56,60616,-87.6346133841824,41.8591533288867,0,2,1
896,F,Ot,23,60090,-87.9157543233688,42.1257474869576,1,4,2
897,F,Wh,26,60137,-88.064612434321,41.8455188106327,0,1,2
898,M,Wh,24,60546,-87.833427287211,41.8471514044953,1,1,2
899,M,Hi,41,60623,-87.7028607545931,41.8531878272059,0,3,1
900,M,Wh,34,60634,-87.7847748042914,41.9434011275254,0,1,1
901,M,Hi,27,60201,-87.6668839525137,42.0524760440505,0,3,2
902,M,Hi,20,60304,-87.8003306057487,41.8690427140879,1,3,2
903,M,Wh,21,60458,-87.8429676194411,41.7413519234004,1,1,2
904,M,Wh,32,60618,-87.7179039277642,41.9526928737806,0,1,1
905,M,Bl,64,60625,-87.7151555630049,41.9678034820516,0,2,1
906,F,Hi,21,60632,-87.7361083995685,41.8103446369997,1,3,1
907,M,Hi,32,60123,-88.3393201794649,41.9923965589711,0,3,2
908,M,Wh,24,60607,-87.6564657402904,41.874748784276,1,1,1
909,F,Wh,20,60515,-88.0224895508014,41.8134009286565,1,1,2
910,M,Wh,38,60402,-87.7877269701225,41.8388568370767,0,1,2
911,M,Wh,18,60440,-88.0858505477919,41.6932866240282,1,1,2
912,F,Bl,18,60644,-87.7626265138524,41.8688815967093,1,2,1
913,M,Wh,18,60171,-87.8468926521273,41.9282222787953,1,1,2
914,F,Wh,32,61008,-88.8897764149977,42.251227525504,0,1,2
915,F,Wh,40,60639,-87.7593814930458,41.9218453844465,0,1,1
916,F,Wh,23,60130,-87.8226951429139,41.868638239047,1,1,2
917,M,Wh,54,60402,-87.7941561668682,41.8475584321665,0,1,2
918,M,Wh,21,60115,-88.8237617690057,41.9574339714734,1,1,2
919,F,Wh,42,60435,-88.1520652241111,41.5932747911738,0,1,2
920,M,Wh,32,60181,-87.9817633883926,41.8566776762439,0,1,2
921,M,Wh,24,60431,-88.1936698429673,41.4932930541461,1,1,2
922,M,Bl,25,60644,-87.7588753345501,41.8779047731676,1,2,1
923,F,Wh,29,60402,-87.7858221933456,41.8080310475367,0,1,2
924,M,Wh,63,60089,-87.9403127012968,42.1820220109418,0,1,2
925,F,Bl,65,60644,-87.7547014508396,41.8717188325656,0,2,1
926,M,Bl,66,60636,-87.6735093544906,41.7679953955827,0,2,1
927,M,Wh,71,60652,-87.7285864249329,41.7404843985841,0,1,1
928,M,Hi,21,60185,-88.1976181712074,41.8999175376146,1,3,2
929,M,Wh,34,60610,-87.6406658471274,41.9099384143044,0,1,1
930,M,Bl,25,60618,-87.6806964163584,41.9342925797894,1,2,1
931,M,Bl,37,60607,-87.6618522229389,41.867456224793,0,2,1
932,M,Wh,20,60516,-88.0059215807587,41.771440909989,1,1,2
933,M,Wh,65,60636,-87.6762850635554,41.768592246437,0,1,1
934,F,Wh,20,60465,-87.8219523714748,41.6829984071961,1,1,2
935,M,Bl,25,60628,-87.6025706147841,41.6604811268893,1,2,1
936,M,Bl,37,60640,-87.6723979147876,41.9768186601635,0,2,1
937,F,Wh,27,60194,-88.1291247428405,42.0366526658901,0,1,2
938,M,Wh,21,60462,-87.8406452127009,41.6130920004445,1,1,2
939,M,Wh,73,60419,-87.5982384439197,41.6295232919044,0,1,2
940,F,Bl,23,60643,-87.6442482483924,41.708908718261,1,2,1
941,F,Wh,37,60505,-88.2784247873908,41.7565218825607,0,1,2
942,M,Bl,52,60302,-87.7851895128948,41.8921728346286,0,2,2
943,F,Wh,40,60660,-87.6805838229918,41.9970631275232,0,1,1
944,M,Hi,32,60617,-87.5748469058068,41.7026740738563,0,3,1
945,F,Bl,56,60609,-87.6848705622989,41.8184646578666,0,2,1
946,F,Wh,41,60456,-87.7246095536705,41.731517515413,0,1,2
947,M,Bl,41,60546,-87.8039505699721,41.8549932345704,0,2,2
948,M,Hi,24,60609,-87.6460240687517,41.8096310441703,1,3,1
949,F,Bl,67,60626,-87.6680555999291,42.0028974133661,0,2,1
950,F,Wh,28,60020,-88.177029222307,42.3929859942486,0,1,2
951,M,Ot,22,60606,-87.6382614341555,41.8860859268871,1,4,1
952,F,Ot,29,60644,-87.7587061665743,41.8799374908558,0,4,1
953,F,Wh,27,60106,-87.9676195541494,41.9337131906018,0,1,2
954,M,Wh,21,60462,-87.8667263984489,41.6329224505292,1,1,2
955,F,Hi,25,60517,-88.0331622851742,41.7625252456273,1,3,2
956,F,Hi,58,60641,-87.7611871255853,41.9405866319597,0,3,1
957,M,Hi,62,60613,-87.6410640890991,41.957091589893,0,3,1
958,F,Bl,55,60302,-87.7954371480336,41.8952377082182,0,2,2
959,F,Hi,37,60458,-87.8309560969463,41.7401779598448,0,3,2
960,F,Wh,27,60640,-87.678417238671,41.9679997238654,0,1,1
961,M,Bl,79,60621,-87.631822175918,41.780530297079,0,2,1
962,M,Hi,51,60804,-87.7774242783771,41.8623136655025,0,3,2
963,M,Hi,55,60481,-88.1088017859269,41.3126510011124,0,3,2
964,M,Wh,20,60612,-87.6865046245319,41.8936857939591,1,1,1
965,F,Hi,44,60612,-87.6843245799659,41.8888650764464,0,3,1
966,F,Wh,22,60440,-88.0383990032836,41.7107267751049,1,1,2
967,F,Bl,24,60624,-87.7406691603467,41.8933854557742,1,2,1
968,M,Wh,23,60067,-88.071017849907,42.0892854309254,1,1,2
969,M,Wh,24,60077,-87.7580849883637,42.0432055963493,1,1,2
970,M,Wh,27,60804,-87.7741882711184,41.8600013020014,0,1,2
971,M,Wh,23,60626,-87.6652613361843,42.0129910443663,1,1,1
972,F,Wh,38,60608,-87.6518248524242,41.834429536753,0,1,1
973,M,Wh,41,60466,-87.7021268425557,41.4747174734726,0,1,2
974,M,Bl,40,60649,-87.5785660861946,41.7512157994646,0,2,1
975,F,Wh,23,60707,-87.799405319429,41.9236335598166,1,1,2
976,F,Wh,45,60647,-87.7002259093557,41.9101204813212,0,1,1
977,F,Wh,21,60177,-88.3054221365472,42.0061491911028,1,1,2
978,M,Bl,20,60621,-87.6261238694174,41.7593809596829,1,2,1
979,M,Hi,54,60660,-87.6505567912825,41.987674318476,0,3,1
980,M,Bl,71,60617,-87.5625749520506,41.7299605102915,0,2,1
981,M,Ot,40,60013,-88.2035444206611,42.2102249507345,0,4,2
982,F,Wh,42,60651,-87.7659071843083,41.9036139107837,0,1,1
983,F,Wh,28,60046,-88.051132113737,42.4081227251126,0,1,2
984,F,Wh,40,60107,-88.152663665248,42.0098690644026,0,1,2
985,F,Bl,53,60649,-87.5726820253871,41.7679020120889,0,2,1
986,M,Wh,35,60406,-87.6806687509622,41.6562870819056,0,1,2
987,M,Wh,23,60639,-87.7436722601751,41.9137604271255,1,1,1
988,F,Ot,23,60458,-87.8428182944621,41.7553247176373,1,4,2
989,M,Wh,23,60085,-87.8575563696205,42.3839650517685,1,1,2
990,F,Bl,76,60616,-87.6160171584722,41.8324160570184,0,2,1
991,M,Wh,60,60612,-87.7034359455512,41.8837197974378,0,1,1
992,M,Bl,48,60643,-87.6525321956679,41.6898838125463,0,2,1
993,M,Bl,63,60651,-87.7495473529011,41.8990734475862,0,2,1
994,F,Wh,42,60620,-87.6603244219978,41.7244428873818,0,1,1
995,F,Wh,34,60613,-87.6326468449387,41.9661607327165,0,1,1
996,F,Bl,32,60651,-87.7117877740326,41.904100640927,0,2,1
997,F,Hi,24,60647,-87.7245010520567,41.9274507188269,1,3,1
998,M,Bl,29,60617,-87.5366129558298,41.7124973779168,0,2,1
999,F,Hi,39,60624,-87.7218230167826,41.8875089202455,0,3,1
1000,F,Hi,40,60651,-87.7346253199635,41.9073693454889,0,3,1
